X studied variable,Y studied variable,Computed marginal EPMF of X,Computed marginal EPMF of Y,Chi2,Chi2 p-value,Information entropy of X,Information entropy of Y,Joint information entropy of X and Y ,Conditional information entropy of Y given X,Conditional information entropy of X given Y,Mutual information of X and Y,Normalized mutual information of X and Y
5,7,2,2,1.0255564654809848,0.31120461598779026,0.6886051523183013,0.6106855744048897,1.299274834423539,0.6885892600186494,0.6106696821052376,1.589229965193173e-05,2.4507148399803806e-05
5,8,2,389,4974.818047749761,0.0,0.6886051523183028,3.792792150008801,4.397396265763995,0.6046041157552118,3.708791113445698,0.08400103656308566,0.051978050840668734
5,9,2,389,4974.818047749745,0.0,0.6886051523183015,3.7927921500088035,4.3973962657640175,0.6046041157552124,3.7087911134457032,0.08400103656310165,0.051978050840678656
5,10,2,1448,5912.754574166829,0.0,0.6886051523183057,5.797659709576215,6.37909476518174,0.5814350556054909,5.690489612863638,0.10717009671261035,0.05363670964864339
6,6,2,2,32255.999999999996,0.0,0.6928334064309015,0.6928334064309015,0.6928334064309015,0.0,0.0,0.6928334064309015,1.0
6,7,2,2,13135.157941249863,0.0,0.6928334064309015,0.6106855744048897,1.0406594331595471,0.4299738587546572,0.34782602672864543,0.2628595476762445,0.404110854327113
6,8,2,389,11546.861201437188,0.0,0.6928334064309024,3.792792150008801,4.2826132067044815,0.4898210566956978,3.589779800273616,0.20301234973516769,0.12523580918224067
6,9,2,389,11546.861201437132,0.0,0.6928334064309016,3.792792150008804,4.282613206704498,0.489821056695698,3.5897798002736168,0.20301234973518367,0.12523580918225055
6,10,2,1448,10771.372756265175,0.0,0.692833406430903,5.797659709576215,6.296816041982473,0.4991563324062854,5.60398263555184,0.19367707402434764,0.09663566617001228
7,7,2,2,32255.999999999996,0.0,0.6106855744048897,0.6106855744048897,0.6106855744048897,0.0,0.0,0.6106855744048897,1.0
7,8,2,389,7099.75390651363,0.0,0.610685574404891,3.792792150008801,4.280181371867094,0.4873892218583298,3.6694957974622224,0.12329635254654203,0.08101433599173276
7,9,2,389,7099.753906513629,0.0,0.6106855744048911,3.7927921500088044,4.280181371867107,0.48738922185832984,3.669495797462241,0.12329635254653581,0.08101433599172862
7,10,2,1448,5940.952310951195,0.0,0.610685574404894,5.797659709576215,6.307335838145031,0.5096761285689336,5.69665026374028,0.10100944583581661,0.05368176632998931
8,8,389,389,12515327.99999874,0.0,3.7927921500088004,3.792792150008801,3.7927921500088004,0.0,0.0,3.7927921500088004,0.9999999999999999
8,9,389,389,12515327.999998739,0.0,3.7927921500088004,3.7927921500088035,3.7927921500088004,0.0,0.0,3.7927921500088004,0.9999999999999996
8,10,389,1448,6502885.857654539,0.0,3.7927921500087978,5.797659709576215,7.9434813768556545,2.1458216672823247,4.150689226849744,1.6469704827235851,0.3512205619841403
9,9,389,389,12515327.999998739,0.0,3.7927921500088004,3.7927921500088035,3.7927921500088004,0.0,0.0,3.7927921500088004,0.9999999999999996
9,10,389,1448,6502885.857654539,0.0,3.7927921500087978,5.797659709576215,7.9434813768556545,2.1458216672823247,4.150689226849744,1.6469704827235851,0.3512205619841403
